audio_file_path	romaji_name	id	en_name	ja_name	path	ja_path_name	en_path_name	path_taxon_rank_name 
data01/enaga_0703_hyogo_kaji.0007.wav	enaga	Q170831	Long-tailed Tit	エナガ	Q310850/Q170831	Aegithalos/エナガ	Aegithalos/Long-tailed Tit	genus/species
data01/kawarahiwa_130623_date_kros.0005.wav	kawarahiwa	Q27075786	Grey-capped Greenfinch	カワラヒワ	Q9189957/Q27075786	Chloris/カワラヒワ	Chloris/Grey-capped Greenfinch	genus/species
data01/kawarahiwa_130623_date_kros.0006.wav	kawarahiwa	Q27075786	Grey-capped Greenfinch	カワラヒワ	Q9189957/Q27075786	Chloris/カワラヒワ	Chloris/Grey-capped Greenfinch	genus/species
data01/kawarahiwa_060512_hino_mju.0001.wav	kawarahiwa	Q27075786	Grey-capped Greenfinch	カワラヒワ	Q9189957/Q27075786	Chloris/カワラヒワ	Chloris/Grey-capped Greenfinch	genus/species
data01/kosamebitaki_100606_nasusiobara.0009.wav	kosamebitaki	Q27075642	Asian Brown Flycatcher	コサメビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q27075642	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/コサメビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Asian Brown Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
data01/miyamagarasu_071130_izumi_kaji.0004.wav	miyamagarasu	Q25386	Rook	ミヤマガラス	Q43365/Q25386	カラス属/ミヤマガラス	Corvus/Rook	genus/species
data01/kibitaki_150610_sado_mju.0000.wav	kibitaki	Q1367236	Narcissus Flycatcher	キビタキ	Q388003/Q1367236	Ficedula/キビタキ	Ficedula/Narcissus Flycatcher	genus/species
data01/kibitaki_150610_sado_mju.0007.wav	kibitaki	Q1367236	Narcissus Flycatcher	キビタキ	Q388003/Q1367236	Ficedula/キビタキ	Ficedula/Narcissus Flycatcher	genus/species
data01/koao_141024_tatsuno_kuroda.0004.wav	koaoashishigi	Q28355	Marsh Sandpiper	コアオアシシギ	Q41972/Q28355	Tringa/コアオアシシギ	Tringa/Marsh Sandpiper	genus/species
data01/watari_1602220_nemuro_mju.0000.wav	watarigarasu	Q25357	Northern Raven	ワタリガラス	Q43365/Q25357	カラス属/ワタリガラス	Corvus/Northern Raven	genus/species
data01/kosame_080523_nasushio_hirano.0003.wav	kosamebitaki	Q27075642	Asian Brown Flycatcher	コサメビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q27075642	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/コサメビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Asian Brown Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
data01/mugimaki_150511_hyogo_kaji.0003.wav	mugimaki	Q1589248	Mugimaki Flycatcher	ムギマキ	Q388003/Q1589248	Ficedula/ムギマキ	Ficedula/Mugimaki Flycatcher	genus/species
data01/nakiisuka_110403_kitami_namba.0004.wav	nakiisuka	Q331190	White-winged Crossbill	ナキイスカ	Q25341/Q160835/Q667490/Q339517/Q331190	スズメ目/アトリ科/ヒワ亜科/Loxia/ナキイスカ	Passeriformes/Fringillidae/Carduelinae/Loxia/White-winged Crossbill	order/family/subfamily/genus/species
data01/ezobitaki1_1009_hyogo_kaji.0000.wav	ezobitaki	Q1315879	Grey-streaked Flycatcher	エゾビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q1315879	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/エゾビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Grey-streaked Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
data01/kuroji_c_080430_utsunomiya_hirano.0002.wav	kuroji	Q1586258	Gray Bunting	クロジ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1586258	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ホオジロ科/ホオジロ属/クロジ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Emberizidae/Emberiza/Gray Bunting	order/family/genus/species
data01/sashiba060722_ichikai_mju.0003.wav	sashiba	Q1270171	Grey-faced Buzzard	サシバ	Q20645445/Q15718604/Q19595747/Q21736/Q25510/Q852334/Q1270171	Telluraves/Afroaves/Accipitrimorphae/タカ目/タカ科/Butastur/サシバ	Telluraves/Afroaves/Accipitrimorphae/Accipitriformes/Accipitridae/Butastur/Grey-faced Buzzard	order/family/genus/species
data01/mozu_081014_watarase_hirano.0001.wav	mozu	Q804145	Bull-headed Shrike	モズ	Q25341/Q171052/Q754657/Q804145	スズメ目/モズ科/モズ属/モズ	Passeriformes/Laniidae/Lanius/Bull-headed Shrike	order/family/genus/species
data01/saruhama_160910_himeji_kuroda.0000.wav	saruhama							
data01/saruhama_160910_himeji_kuroda.0004.wav	saruhama							
data01/koshiakatsubame_1006_hyogo_kaji.0029.wav	koshiakatsubame	Q27075446	Red-rumped Swallow	コシアカツバメ	Q39861/Q248398/Q27075446	ツバメ科/Cecropis/コシアカツバメ	Hirundinidae/Cecropis/Red-rumped Swallow	family/genus/species
data01/rsanshoukui_060315_okinawa_kaji.0002.wav	ryuukyuusanshoukui	Q3233109	Ryukyu Minivet	リュウキュウサンショウクイ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q3233109	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/サンショウクイ科/Minivet/リュウキュウサンショウクイ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Campephagidae/Minivet/Ryukyu Minivet	order/family/genus/species
data01/amurumusikui_160502_hyogo_kaji.0002.wav	amurumusikui							
data01/hiyodori_110417_hahajima_mju.0004.wav	hiyodori	Q10770477	Brown-eared Bulbul	ヒヨドリ	Q194240/Q188854/Q749428/Q10770477	スズメ亜目/ヒヨドリ科/ヒヨドリ属/ヒヨドリ	Passeri/Pycnonotidae/Hypsipetes/Brown-eared Bulbul	suborder/family/genus/species
data01/oowashi_110119_yakumo_mju.0002.wav	oowashi	Q269896	Steller’s Sea Eagle	オオワシ	Q25510/Q147403/Q269896	タカ科/ウミワシ/オオワシ	Accipitridae/Haliaeetus/Steller’s Sea Eagle	family/genus/species
data01/kibitaki1_0904_hyogo_kaji.0000.wav	kibitaki	Q1367236	Narcissus Flycatcher	キビタキ	Q388003/Q1367236	Ficedula/キビタキ	Ficedula/Narcissus Flycatcher	genus/species
data01/osahashibuto_120423_ishigaki_moriya.0005.wav	osahashibuto							
data01/hayabusa_131211_tottori_kuroda.0001.wav	hayabusa	Q30535	Peregrine Falcon	ハヤブサ	Q326483/Q25370/Q21744/Q754660/Q43489/Q30535	Eufalconimorphae/ハヤブサ下目/ハヤブサ科/Falconinae/ハヤブサ属/ハヤブサ	Eufalconimorphae/Falconiformes/Falconidae/Falconinae/Falco/Peregrine Falcon	order/family/subfamily/genus/species
data01/higaraj_14061810_osado_mju.0002.wav	higara	Q191096	Coal Tit	ヒガラ	Q25341/Q194240/Q764420/Q2862448/Q168473/Q1193281/Q191096	スズメ目/スズメ亜目/スズメ小目/ウグイス上科/シジュウカラ科/ヒガラ属/ヒガラ	Passeriformes/Passeri/Passerida/Sylvioidea/tit/Periparus/Coal Tit	order/suborder/parvorder /superfamily/family/genus/species
data01/kakesu_060317_fukuoka_kuroda.0003.wav	kakesu	Q25354	Eurasian Jay	カケス	Q311248/Q25354	カケス属/カケス	Garrulus/Eurasian Jay	genus/species
data01/kosamebitaki_130418_hyogo_kaji.0001.wav	kosamebitaki	Q27075642	Asian Brown Flycatcher	コサメビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q27075642	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/コサメビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Asian Brown Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
data01/isohiyo_140602_nara_mju.0012.wav	isohiyodori	Q152144	Blue Rock Thrush	イソヒヨドリ	Q1050525/Q152144	Monticola/イソヒヨドリ	Monticola/Blue Rock Thrush	genus/species
data01/kakko_120629_utsunomiya_hirano.0003.wav	kakko							
data01/yoshigoi_090805_watarase_hirano.0007.wav	yoshigoi	Q888536	Yellow Bittern	ヨシゴイ	Q19338/Q18789/Q855133/Q244078/Q888536	ペリカン目/サギ科/Botaurinae/Ixobrychus/ヨシゴイ	Pelecaniformes/Ardeidae/Botaurinae/Ixobrychus/Yellow Bittern	order/family/subfamily/genus/species
data01/ooruri_0905_hyogo_kaji.0006.wav	ooruri	Q73477	Blue-and-white Flycatcher	オオルリ	Q15111715/Q73477	Cyanoptila/オオルリ	Cyanoptila/Blue-and-white Flycatcher	genus/species
data01/jobitaki_071107_watarase_hirano.0005.wav	jyoubitaki							
data01/yotaka-ueta-nigata060603.0019.wav	yotaka	Q1440261	Grey Nightjar	ヨタカ	Q198823/Q1440261	Caprimulgus/ヨタカ	Caprimulgus/Grey Nightjar	genus/species
data01/yotaka-ueta-nigata060603.0022.wav	yotaka	Q1440261	Grey Nightjar	ヨタカ	Q198823/Q1440261	Caprimulgus/ヨタカ	Caprimulgus/Grey Nightjar	genus/species
data01/misago_1008_aichi_kuroda.0008.wav	misago	Q25332	Osprey	ミサゴ	Q20645445/Q15718604/Q19595747/Q21736/Q28240/Q3893145/Q25332	Telluraves/Afroaves/Accipitrimorphae/タカ目/ミサゴ科/Pandion/ミサゴ	Telluraves/Afroaves/Accipitrimorphae/Accipitriformes/Pandionidae/Pandion/Osprey	order/family/genus/species
data01/ojirobitaki_111204_utsunomiya_hirano.0005.wav	ojirobitaki	Q2784761	Taiga Flycatcher	オジロビタキ	Q388003/Q2784761	Ficedula/オジロビタキ	Ficedula/Taiga Flycatcher	genus/species
data01/kakesu_080413_utsunomiya_hirano.0009.wav	kakesu	Q25354	Eurasian Jay	カケス	Q311248/Q25354	カケス属/カケス	Garrulus/Eurasian Jay	genus/species
data01/akakokko_160515_miyake_kuroda.0008.wav	akakokko	Q2587219	Izu Thrush	アカコッコ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q2587219	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/アカコッコ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Izu Thrush	order/suborder/parvorder /superfamily/family/genus/species
data01/akakokko_160515_miyake_kuroda.0011.wav	akakokko	Q2587219	Izu Thrush	アカコッコ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q2587219	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/アカコッコ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Izu Thrush	order/suborder/parvorder /superfamily/family/genus/species
data01/nobitaki1_070620_nagano_kaji.0000.wav	nobitaki	Q6739527	Stejneger's Stonechat	ノビタキ	Q906092/Q6739527	Saxicola/ノビタキ	Saxicola/Stejneger's Stonechat	genus/species
data01/misosazai-c_091204_sano_hirano.0002.wav	misosazai	Q25740	Eurasian Wren	ミソサザイ	Q25341/Q208304/Q3888717/Q25740	スズメ目/ミソサザイ科/Troglodytes/ミソサザイ	Passeriformes/Troglodytidae/Troglodytes/Eurasian Wren	order/family/genus/species
data01/fukuro_110425_osaka_murahama.0004.wav	fukuro							
data01/kurogamo_150222_nemuro_mju.0002.wav	kurogamo	Q529048	Black Scoter	クロガモ	Q27725/Q256760/Q529048	カモ亜科/クロガモ属/クロガモ	Anatinae/scoter/Black Scoter	subfamily/genus/species
data01/mamichajinai_hyogo_111127_kaji.0002.wav	mamichajinai	Q1591663	Eyebrowed Thrush	マミチャジナイ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q1591663	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/マミチャジナイ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Eyebrowed Thrush	order/suborder/parvorder /superfamily/family/genus/species
data01/higara_okayama_111027_kaji.0002.wav	higara	Q191096	Coal Tit	ヒガラ	Q25341/Q194240/Q764420/Q2862448/Q168473/Q1193281/Q191096	スズメ目/スズメ亜目/スズメ小目/ウグイス上科/シジュウカラ科/ヒガラ属/ヒガラ	Passeriformes/Passeri/Passerida/Sylvioidea/tit/Periparus/Coal Tit	order/suborder/parvorder /superfamily/family/genus/species
data01/ezoraicho2_160420_furano_cf.0003.wav	ezoraicho							
data01/sanshoukui_0905_hyogo_kaji.0011.wav	sanshoukui	Q1590357	Ashy Minivet	サンショウクイ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q1590357	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/サンショウクイ科/Minivet/サンショウクイ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Campephagidae/Minivet/Ashy Minivet	order/family/genus/species
data01/uguisu_0812_hyogo_kaji.0003.wav	uguisu	Q27075456	Horornis diphone	ウグイス	Q25341/Q222432/Q9293884/Q27075456	スズメ目/ウグイス科/Horornis/ウグイス	Passeriformes/Cettiidae/Horornis/Horornis diphone	order/family/genus/species
data01/uguisu_0812_hyogo_kaji.0016.wav	uguisu	Q27075456	Horornis diphone	ウグイス	Q25341/Q222432/Q9293884/Q27075456	スズメ目/ウグイス科/Horornis/ウグイス	Passeriformes/Cettiidae/Horornis/Horornis diphone	order/family/genus/species
data01/kiashishigi_130829_hyogo_kuroda.0003.wav	kiashishigi	Q1272062	Heteroscelus brevipes	キアシシギ	Q2312123/Q1272062	Tattler/キアシシギ	Tattler/Heteroscelus brevipes	genus/species
data01/aoji_150402_kunitachi_mju.0012.wav	aoji	Q1190674	Black-faced Bunting	アオジ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1190674	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ホオジロ科/ホオジロ属/アオジ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Emberizidae/Emberiza/Black-faced Bunting	order/family/genus/species
data01/yamagara_0902_hyogo_kaji.0002.wav	yamagara	Q27075354	Varied Tit	ヤマガラ	Q3838110/Q27075354	Sittiparus/ヤマガラ	Sittiparus/Varied Tit	genus/species
data01/hiyodori_110724_kokubunji_mju.0012.wav	hiyodori	Q10770477	Brown-eared Bulbul	ヒヨドリ	Q194240/Q188854/Q749428/Q10770477	スズメ亜目/ヒヨドリ科/ヒヨドリ属/ヒヨドリ	Passeri/Pycnonotidae/Hypsipetes/Brown-eared Bulbul	suborder/family/genus/species
data01/misago_140722_himeji_kuroda2.0004.wav	misago	Q25332	Osprey	ミサゴ	Q20645445/Q15718604/Q19595747/Q21736/Q28240/Q3893145/Q25332	Telluraves/Afroaves/Accipitrimorphae/タカ目/ミサゴ科/Pandion/ミサゴ	Telluraves/Afroaves/Accipitrimorphae/Accipitriformes/Pandionidae/Pandion/Osprey	order/family/genus/species
data01/bosogarasu_081021_watarase_hirano.0009.wav	hashibosogarasu	Q26198	Carrion Crow	ハシボソガラス	Q43365/Q26198	カラス属/ハシボソガラス	Corvus/Carrion Crow	genus/species
data01/akaeri_110702_sarobetsu_namba.0001.wav	akaeri							
data01/yabusame_060526_tanzawa_mju.0001.wav	yabusame	Q2669165	Asian Stubtail	ヤブサメ	Q920922/Q2669165	Urosphena/ヤブサメ	Urosphena/Asian Stubtail	genus/species
data01/oshidori_081208_nasu_hirano.0000.wav	oshidori	Q200339	Mandarin Duck	オシドリ	Q27725/Q131450/Q200339	カモ亜科/オシドリ属/オシドリ	Anatinae/Aix/Mandarin Duck	subfamily/genus/species
data01/kanmurikaitsu_120417ogawara_mikami.0005.wav	kanmurikaitsuburi	Q25422	Great Crested Grebe	カンムリカイツブリ	Q21695/Q1237815/Q25422	カイツブリ科/カンムリカイツブリ属/カンムリカイツブリ	Podicipedidae/Podiceps/Great Crested Grebe	family/genus/species
data01/bupposo970803_tottori_kuroda.0002.wav	bupposo							
data01/oomushikui_110610_sapporo_namba.0011.wav	oomushikui	Q12265905	Kamchatka leaf warbler	オオムシクイ	Q194240/Q1929497/Q214627/Q12265905	スズメ亜目/メボソムシクイ科/Phylloscopus/オオムシクイ	Passeri/Phylloscopidae/Phylloscopus/Kamchatka leaf warbler	suborder/family/genus/species
data01/kijibato_120506_kokubunji_mju.0006.wav	kijibato	Q704987	Oriental Turtle Dove	キジバト	Q28078/Q10856/Q135447/Q30944/Q704987	ハト目/ハト科/Columbinae/Streptopelia/キジバト	Columbiformes/Columbidae/Columbinae/Streptopelia/Oriental Turtle Dove	order/family/subfamily/genus/species
data01/tsumenagasekirei_050621_hokkaidou_kaji.0007.wav	tsumenagasekirei	Q25984	Western Yellow Wagtail	ツメナガセキレイ	Q25341/Q194240/Q764420/Q749521/Q205943/Q230042/Q25984	スズメ目/スズメ亜目/スズメ小目/スズメ上科/セキレイ科/セキレイ/ツメナガセキレイ	Passeriformes/Passeri/Passerida/Passeroidea/Motacillidae/Motacilla/Western Yellow Wagtail	order/suborder/parvorder /superfamily/family/genus/species
data01/nyunai_080614_nikko_hirano.0006.wav	nyuunaisuzume	Q28868046	Russet Sparrow	ニュウナイスズメ	Q28922/Q28753/Q28868046	スズメ科/スズメ属/ニュウナイスズメ	Passeridae/Passer/Russet Sparrow	family/genus/species
data01/akahara_110610_nikko_hirano.0009.wav	akahara	Q1589003	Brown-headed Thrush	アカハラ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q1589003	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/アカハラ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Brown-headed Thrush	order/suborder/parvorder /superfamily/family/genus/species
data01/nakiisuka_110403_kitami_namba.0001.wav	nakiisuka	Q331190	White-winged Crossbill	ナキイスカ	Q25341/Q160835/Q667490/Q339517/Q331190	スズメ目/アトリ科/ヒワ亜科/Loxia/ナキイスカ	Passeriformes/Fringillidae/Carduelinae/Loxia/White-winged Crossbill	order/family/subfamily/genus/species
data01/kuina_060801_watarase_hirano.0001.wav	kuina	Q3454180	Brown-cheeked Rail	クイナ	Q5113/Q19168/Q25557/Q26623/Q220705/Q3454180	Q5113/新顎類/ツル目/クイナ科/Rallus/クイナ	Neognathae/Gruiformes/Rallidae/Rallus/Brown-cheeked Rail	Unknown/subclass/order/family/genus/species
data01/kaitsuburi_070619_watarase.0003.wav	kaitsuburi	Q25421	Little Grebe	カイツブリ	Q21695/Q1051101/Q25421	カイツブリ科/カイツブリ属/カイツブリ	Podicipedidae/Tachybaptus/Little Grebe	family/genus/species
data01/gojukara_090509_shioya_hirano.0001.wav	gojyuukara							
data01/jobitaki_121027_hyogo_kuroda.0004.wav	jyoubitaki							
data01/ohyoshikiri_100617_watarase.0012.wav	ooyoshikiri	Q73456	Oriental Reed Warbler	オオヨシキリ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q366974/Q637716/Q73456	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ヨシキリ科/Acrocephalus/オオヨシキリ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Acrocephalidae/Acrocephalus/Oriental Reed Warbler	order/family/genus/species
data01/ruribitaki_0902_hyogo_kaji.0006.wav	ruribitaki	Q129219	Red-flanked Bush Robin	ルリビタキ	Q968266/Q129219	Tarsiger/ルリビタキ	Tarsiger/Red-flanked Bush Robin	genus/species
data01/mozu_081014_watarase_hirano.0006.wav	mozu	Q804145	Bull-headed Shrike	モズ	Q25341/Q171052/Q754657/Q804145	スズメ目/モズ科/モズ属/モズ	Passeriformes/Laniidae/Lanius/Bull-headed Shrike	order/family/genus/species
data01/koshiakatsubame_1006_hyogo_kaji.0001.wav	koshiakatsubame	Q27075446	Red-rumped Swallow	コシアカツバメ	Q39861/Q248398/Q27075446	ツバメ科/Cecropis/コシアカツバメ	Hirundinidae/Cecropis/Red-rumped Swallow	family/genus/species
data01/rsanshoukui_060315_okinawa_kaji.0016.wav	ryuukyuusanshoukui	Q3233109	Ryukyu Minivet	リュウキュウサンショウクイ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q3233109	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/サンショウクイ科/Minivet/リュウキュウサンショウクイ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Campephagidae/Minivet/Ryukyu Minivet	order/family/genus/species
data01/shimaenaga_110228_tomamae_mju.0000.wav	shimaenaga							
data01/isuka_120327_shimokita_mikami.0007.wav	isuka	Q26552	Red Crossbill	イスカ	Q25341/Q160835/Q667490/Q339517/Q26552	スズメ目/アトリ科/ヒワ亜科/Loxia/イスカ	Passeriformes/Fringillidae/Carduelinae/Loxia/Red Crossbill	order/family/subfamily/genus/species
data01/sijuukara10_1006_hyogo_kaji.0006.wav	shijuukara	Q177798	Japanese Tit	シジュウカラ	Q719380/Q177798	カラ類/シジュウカラ	Parus/Japanese Tit	genus/species
data01/hoojiro_1004_hyogo_kaji.0007.wav	hoojiro	Q1076007	Meadow Bunting	ホオジロ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1076007	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ホオジロ科/ホオジロ属/ホオジロ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Emberizidae/Emberiza/Meadow Bunting	order/family/genus/species
data01/takabu_130428_saga_moriya.0004.wav	takabu							
data01/shime_0812_hyogo_kaji.0007.wav	shime	Q174088	Hawfinch	シメ	Q25341/Q160835/Q667490/Q868144/Q174088	スズメ目/アトリ科/ヒワ亜科/Coccothraustes/シメ	Passeriformes/Fringillidae/Carduelinae/Coccothraustes/Hawfinch	order/family/subfamily/genus/species
data01/kosame_130514_nasushio_hirano.0002.wav	kosamebitaki	Q27075642	Asian Brown Flycatcher	コサメビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q27075642	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/コサメビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Asian Brown Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
data01/yamagera_141025_nopporo_mju.0002.wav	yamagera	Q201106	Grey-headed Woodpecker	ヤマゲラ	Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q310935/Q201106	Q5113/新顎類/Neoaves/Dendrornithes/キツツキ目/キツツキ科/Picinae/アオゲラ属/ヤマゲラ	Neognathae/Neoaves/Dendrornithes/Piciformes/Picidae/Picinae/Picus/Grey-headed Woodpecker	Unknown/subclass/superorder/order/family/subfamily/genus/species
data01/hakusekirei_100316_utsunomiya.0002.wav	hakusekirei	Q2897097	Motacilla alba lugens	ハクセキレイ	Q25399/Q2897097	タイリクハクセキレイ/ハクセキレイ	White Wagtail/Motacilla alba lugens	species/subspecies
data01/mamichajinai2_0605_hyogo_kaji.0011.wav	mamichajinai	Q1591663	Eyebrowed Thrush	マミチャジナイ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q1591663	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/マミチャジナイ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Eyebrowed Thrush	order/suborder/parvorder /superfamily/family/genus/species
data01/himeama_140614_fuji_mju.0007.wav	himeama							
data01/akahige_090721_tokara_seki.0005.wav	akahige	Q27075672	Ryukyu Robin	アカヒゲ	Q1193805/Q10784792/Q27075672	Saxicolinae/Larvivora/アカヒゲ	Saxicolinae/Larvivora/Ryukyu Robin	subfamily/genus/species
data01/nobitaki1_070620_nagano_kaji.0004.wav	nobitaki	Q6739527	Stejneger's Stonechat	ノビタキ	Q906092/Q6739527	Saxicola/ノビタキ	Saxicola/Stejneger's Stonechat	genus/species
data01/mebosomushikui2_1005_hyogo_kaji.0018.wav	mebosomushikui	Q720497	Arctic Warbler	メボソムシクイ	Q194240/Q1929497/Q214627/Q720497	スズメ亜目/メボソムシクイ科/Phylloscopus/メボソムシクイ	Passeri/Phylloscopidae/Phylloscopus/Arctic Warbler	suborder/family/genus/species
data01/kogara_nasushiobara_150331_hirano.0007.wav	kogara	Q215211	Willow Tit	コガラ	Q25341/Q194240/Q764420/Q2862448/Q168473/Q1075355/Q215211	スズメ目/スズメ亜目/スズメ小目/ウグイス上科/シジュウカラ科/コガラ属/コガラ	Passeriformes/Passeri/Passerida/Sylvioidea/tit/Poecile/Willow Tit	order/suborder/parvorder /superfamily/family/genus/species
data01/kumataka_130506_nikko_abe.0000.wav	kumataka	Q1262185	Moutain Hawk-Eagle	クマタカ	Q1978121/Q1262185	Nisaetus/クマタカ	Nisaetus/Moutain Hawk-Eagle	genus/species
data01/yamagara_070327_kodaira_mju.0002.wav	yamagara	Q27075354	Varied Tit	ヤマガラ	Q3838110/Q27075354	Sittiparus/ヤマガラ	Sittiparus/Varied Tit	genus/species
data01/kokugan_160312_hakodate_mikami.0001.wav	kokugan	Q27050	Brant Goose	コクガン	Q620938/Q210416/Q27050	ガン亜科/コクガン属/コクガン	Anserinae/Branta/Brant Goose	subfamily/genus/species
data01/sijuukara8_0903_hyogo_kaji.0009.wav	shijuukara	Q177798	Japanese Tit	シジュウカラ	Q719380/Q177798	カラ類/シジュウカラ	Parus/Japanese Tit	genus/species
data01/nogoma_091013_watarase_hirano.0006.wav	nogoma	Q27075678	Siberian Rubythroat	ノゴマ	Q16069825/Q27075678	Calliope/ノゴマ	Calliope/Siberian Rubythroat	genus/species
data01/sanshoukui_0905_hyogo_kaji.0009.wav	sanshoukui	Q1590357	Ashy Minivet	サンショウクイ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q732881/Q1082724/Q1590357	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/サンショウクイ科/Minivet/サンショウクイ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Campephagidae/Minivet/Ashy Minivet	order/family/genus/species
data01/tahibari_0802_hyogo_kaji.0002.wav	tahibari	Q208707	Water Pipit	タヒバリ	Q205943/Q193807/Q208707	セキレイ科/ピピット/タヒバリ	Motacillidae/Anthus/Water Pipit	family/genus/species
data01/chogenbo_130219_utsunomiya_hirano.0000.wav	chogenbo							
data01/meguro_110416_hahajima_mju.0003.wav	meguro	Q253644	Bonin White-eye	メグロ	Q371086/Q10734465/Q253644	メジロ科/Apalopteron/メグロ	Zosteropidae/Apalopteron/Bonin White-eye	family/genus/species
data01/kumataka_140211_tottori_kuroda.0000.wav	kumataka	Q1262185	Moutain Hawk-Eagle	クマタカ	Q1978121/Q1262185	Nisaetus/クマタカ	Nisaetus/Moutain Hawk-Eagle	genus/species
data01/mejiro_040504_kokubunji_mju.0000.wav	mejiro	Q700028	Japanese White-eye	メジロ	Q371086/Q226900/Q700028	メジロ科/Zosterops/メジロ	Zosteropidae/Zosterops/Japanese White-eye	family/genus/species
data01/higegabi_141015_kochi_kuroda.0003.wav	higegabi							
data01/okonoha_140413_nikko_abe.0001.wav	okonoha							
data01/ryuukyuuakashoubin_050409_okinawa_kaji.0009.wav	ryuukyuuakashoubin							
data01/konotori_150629_toyooka_kuroda.0003.wav	konotori							
