	audio_file_path	romaji_name	id	en_name	ja_name	path	ja_path_name	en_path_name	path_taxon_rank_name
1408	data01/kibitaki2_0904_hyogo_kaji.0001.wav	kibitaki	Q1367236	Narcissus Flycatcher	キビタキ	Q388003/Q1367236	Ficedula/キビタキ	Ficedula/Narcissus Flycatcher	genus/species
1410	data01/isohiyo_140602_nara_mju.0000.wav	isohiyodori	Q152144	Blue Rock Thrush	イソヒヨドリ	Q1050525/Q152144	Monticola/イソヒヨドリ	Monticola/Blue Rock Thrush	genus/species
1411	data01/ban_080600_hyougo_kaji.0000.wav	ban	Q18847	Common Moorhen	バン	Q853653/Q18847	Gallinula/バン	Gallinula/Common Moorhen	genus/species
1412	data01/isohiyo_140602_nara_mju.0008.wav	isohiyodori	Q152144	Blue Rock Thrush	イソヒヨドリ	Q1050525/Q152144	Monticola/イソヒヨドリ	Monticola/Blue Rock Thrush	genus/species
1413	data01/ban_080600_hyougo_kaji.0010.wav	ban	Q18847	Common Moorhen	バン	Q853653/Q18847	Gallinula/バン	Gallinula/Common Moorhen	genus/species
1414	data01/kogamo_110227_yatsu_mju.0006.wav	kogamo	Q25700	Eurasian Teal	コガモ	Q27725/Q214264/Q25700	カモ亜科/マガモ属/コガモ	Anatinae/Anas/Eurasian Teal	subfamily/genus/species
1415	data01/kakesu_110227_utsunomiya_hirano.0001.wav	kakesu	Q25354	Eurasian Jay	カケス	Q311248/Q25354	カケス属/カケス	Garrulus/Eurasian Jay	genus/species
1416	data01/kakesu_110227_utsunomiya_hirano.0005.wav	kakesu	Q25354	Eurasian Jay	カケス	Q311248/Q25354	カケス属/カケス	Garrulus/Eurasian Jay	genus/species
1417	data01/komukudori_100610_nikkou.0006.wav	komukudori	Q1586190	Chestnut-cheeked Starling	コムクドリ	Q25341/Q185237/Q3759722/Q1586190	スズメ目/ムクドリ科/Agropsar/コムクドリ	Passeriformes/Sturnidae/Agropsar/Chestnut-cheeked Starling	order/family/genus/species
1418	data01/kakesu_141027_wakayama_kuroda.0005.wav	kakesu	Q25354	Eurasian Jay	カケス	Q311248/Q25354	カケス属/カケス	Garrulus/Eurasian Jay	genus/species
1419	data01/ikaruchidori_100427_utsunomiya.0002.wav	ikaruchidori	Q913777	Long-billed Plover	イカルチドリ	Q27732132/Q25978/Q28449/Q736322/Q913777	Gruimorphae/チドリ目/チドリ科/Charadrius/イカルチドリ	Gruimorphae/Charadriiformes/Charadriidae/Charadrius/Long-billed Plover	order/family/genus/species
1422	data01/akagera_110323_sapporo_namba.0002.wav	akagera	Q26209	Great Spotted Woodpecker	アカゲラ	Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q723059/Q26209	Q5113/新顎類/Neoaves/Dendrornithes/キツツキ目/キツツキ科/Picinae/Dendrocopos/アカゲラ	Neognathae/Neoaves/Dendrornithes/Piciformes/Picidae/Picinae/Dendrocopos/Great Spotted Woodpecker	Unknown/subclass/superorder/order/family/subfamily/genus/species
1423	data01/hashiboso_090818_nemuro_mju.0000.wav	hashibosogarasu	Q26198	Carrion Crow	ハシボソガラス	Q43365/Q26198	カラス属/ハシボソガラス	Corvus/Carrion Crow	genus/species
1424	data01/shime_0812_hyogo_kaji.0002.wav	shime	Q174088	Hawfinch	シメ	Q25341/Q160835/Q667490/Q868144/Q174088	スズメ目/アトリ科/ヒワ亜科/Coccothraustes/シメ	Passeriformes/Fringillidae/Carduelinae/Coccothraustes/Hawfinch	order/family/subfamily/genus/species
1426	data01/ooruri_0905_hyogo_kaji.0008.wav	ooruri	Q73477	Blue-and-white Flycatcher	オオルリ	Q15111715/Q73477	Cyanoptila/オオルリ	Cyanoptila/Blue-and-white Flycatcher	genus/species
1427	data01/samebitaki_080704_doto_kuroda.0002.wav	samebitaki	Q73578	Dark-sided Flycatcher	サメビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q73578	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/サメビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Dark-sided Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
1428	data01/yotaka-ueta-nigata060603.0003.wav	yotaka	Q1440261	Grey Nightjar	ヨタカ	Q198823/Q1440261	Caprimulgus/ヨタカ	Caprimulgus/Grey Nightjar	genus/species
1429	data01/yamagera_130330_muroran_kuros.0002.wav	yamagera	Q201106	Grey-headed Woodpecker	ヤマゲラ	Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q310935/Q201106	Q5113/新顎類/Neoaves/Dendrornithes/キツツキ目/キツツキ科/Picinae/アオゲラ属/ヤマゲラ	Neognathae/Neoaves/Dendrornithes/Piciformes/Picidae/Picinae/Picus/Grey-headed Woodpecker	Unknown/subclass/superorder/order/family/subfamily/genus/species
1430	data01/ojirobitaki_111204_utsunomiya_hirano.0008.wav	ojirobitaki	Q2784761	Taiga Flycatcher	オジロビタキ	Q388003/Q2784761	Ficedula/オジロビタキ	Ficedula/Taiga Flycatcher	genus/species
1431	data01/akakokko_160515_miyake_kuroda.0009.wav	akakokko	Q2587219	Izu Thrush	アカコッコ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q2587219	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/アカコッコ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Izu Thrush	order/suborder/parvorder /superfamily/family/genus/species
1433	data01/koajisashi_110607_watarase_hirano.0002.wav	koajisashi	Q12267692	Little Tern	コアジサシ	Q76408/Q12267692	Sternula/コアジサシ	Sternula/Little Tern	genus/species
1434	data01/shimagoma_160511_tobishima_mima.0007.wav	shimagoma	Q1192214	Rufous-tailed Robin	シマゴマ	Q1193805/Q10784792/Q1192214	Saxicolinae/Larvivora/シマゴマ	Saxicolinae/Larvivora/Rufous-tailed Robin	subfamily/genus/species
1435	data01/mejiro_040504_kokubunji_mju.0003.wav	mejiro	Q700028	Japanese White-eye	メジロ	Q371086/Q226900/Q700028	メジロ科/Zosterops/メジロ	Zosteropidae/Zosterops/Japanese White-eye	family/genus/species
1436	data01/mejiro_0910_hyogo_kaji.0012.wav	mejiro	Q700028	Japanese White-eye	メジロ	Q371086/Q226900/Q700028	メジロ科/Zosterops/メジロ	Zosteropidae/Zosterops/Japanese White-eye	family/genus/species
1437	data01/kawarahiwa_130326_utsunomiya_hirano.0004.wav	kawarahiwa	Q27075786	Grey-capped Greenfinch	カワラヒワ	Q9189957/Q27075786	Chloris/カワラヒワ	Chloris/Grey-capped Greenfinch	genus/species
1438	data01/hiyodori_110724_kokubunji_mju.0013.wav	hiyodori	Q10770477	Brown-eared Bulbul	ヒヨドリ	Q194240/Q188854/Q749428/Q10770477	スズメ亜目/ヒヨドリ科/ヒヨドリ属/ヒヨドリ	Passeri/Pycnonotidae/Hypsipetes/Brown-eared Bulbul	suborder/family/genus/species
1440	data01/yamagara_0905_hyogo_kaji.0010.wav	yamagara	Q27075354	Varied Tit	ヤマガラ	Q3838110/Q27075354	Sittiparus/ヤマガラ	Sittiparus/Varied Tit	genus/species
1441	data01/kogara_nasushiobara_150331_hirano.0003.wav	kogara	Q215211	Willow Tit	コガラ	Q25341/Q194240/Q764420/Q2862448/Q168473/Q1075355/Q215211	スズメ目/スズメ亜目/スズメ小目/ウグイス上科/シジュウカラ科/コガラ属/コガラ	Passeriformes/Passeri/Passerida/Sylvioidea/tit/Poecile/Willow Tit	order/suborder/parvorder /superfamily/family/genus/species
1442	data01/kawau_140112_hyogo_kuroda.0002.wav	kawau	Q25440	Great Cormorant	カワウ	Q3901247/Q19401/Q25440	ウ科/ウ科/カワウ	Phalacrocoracidae/Phalacrocorax/Great Cormorant	family/genus/species
1443	data01/sijuukara8_0903_hyogo_kaji.0012.wav	shijuukara	Q177798	Japanese Tit	シジュウカラ	Q719380/Q177798	カラ類/シジュウカラ	Parus/Japanese Tit	genus/species
1444	data01/kiji_1008_aichi_kuroda.0003.wav	kiji	Q425900	Green Pheasant	キジ	Q974811/Q737426/Q425900	Phasianinae/キジ亜科/キジ	Phasianinae/Phasianus/Green Pheasant	subfamily/genus/species
1445	data01/oshidori_131204_sano_hirano.0003.wav	oshidori	Q200339	Mandarin Duck	オシドリ	Q27725/Q131450/Q200339	カモ亜科/オシドリ属/オシドリ	Anatinae/Aix/Mandarin Duck	subfamily/genus/species
1447	data01/magan2_111008_miyajimanuma_namba.0000.wav	magan	Q172093	Greater White-fronted Goose	マガン	Q183361/Q172093	マガン属/マガン	Anser/Greater White-fronted Goose	genus/species
1448	data01/shijuukara_110429_utsunomiya_hirano.0006.wav	shijuukara	Q177798	Japanese Tit	シジュウカラ	Q719380/Q177798	カラ類/シジュウカラ	Parus/Japanese Tit	genus/species
1450	data01/sendaimushikui_0905_hyogo_kaji.0004.wav	sendaimushikui	Q2869566	Eastern Crowned Warbler	センダイムシクイ	Q194240/Q1929497/Q214627/Q2869566	スズメ亜目/メボソムシクイ科/Phylloscopus/センダイムシクイ	Passeri/Phylloscopidae/Phylloscopus/Eastern Crowned Warbler	suborder/family/genus/species
1451	data01/kogara_nasushiobara_150331_hirano.0006.wav	kogara	Q215211	Willow Tit	コガラ	Q25341/Q194240/Q764420/Q2862448/Q168473/Q1075355/Q215211	スズメ目/スズメ亜目/スズメ小目/ウグイス上科/シジュウカラ科/コガラ属/コガラ	Passeriformes/Passeri/Passerida/Sylvioidea/tit/Poecile/Willow Tit	order/suborder/parvorder /superfamily/family/genus/species
1452	data01/kuroji_130423_utsunomiya_hirano.0004.wav	kuroji	Q1586258	Gray Bunting	クロジ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q1586258	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ホオジロ科/ホオジロ属/クロジ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Emberizidae/Emberiza/Gray Bunting	order/family/genus/species
1453	data01/kumataka_140211_tottori_kuroda.0001.wav	kumataka	Q1262185	Moutain Hawk-Eagle	クマタカ	Q1978121/Q1262185	Nisaetus/クマタカ	Nisaetus/Moutain Hawk-Eagle	genus/species
1454	data01/uguisu_0812_hyogo_kaji.0012.wav	uguisu	Q27075456	Horornis diphone	ウグイス	Q25341/Q222432/Q9293884/Q27075456	スズメ目/ウグイス科/Horornis/ウグイス	Passeriformes/Cettiidae/Horornis/Horornis diphone	order/family/genus/species
1455	data01/hayabusa_130519_date_kuros.0002.wav	hayabusa	Q30535	Peregrine Falcon	ハヤブサ	Q326483/Q25370/Q21744/Q754660/Q43489/Q30535	Eufalconimorphae/ハヤブサ下目/ハヤブサ科/Falconinae/ハヤブサ属/ハヤブサ	Eufalconimorphae/Falconiformes/Falconidae/Falconinae/Falco/Peregrine Falcon	order/family/subfamily/genus/species
1456	data01/sijuukara2_0710_hyogo_kaji.0002.wav	shijuukara	Q177798	Japanese Tit	シジュウカラ	Q719380/Q177798	カラ類/シジュウカラ	Parus/Japanese Tit	genus/species
1457	data01/ootaka_060706_mooka_mju.0002.wav	ootaka	Q25353	Northern Goshawk	オオタカ	Q940115/Q188737/Q25353	ハイタカ亜科/ハイタカ属/オオタカ	Accipitrinae/Accipiter/Northern Goshawk	subfamily/genus/species
1459	data01/hiyodori_110323_sapporo_namba.0007.wav	hiyodori	Q10770477	Brown-eared Bulbul	ヒヨドリ	Q194240/Q188854/Q749428/Q10770477	スズメ亜目/ヒヨドリ科/ヒヨドリ属/ヒヨドリ	Passeri/Pycnonotidae/Hypsipetes/Brown-eared Bulbul	suborder/family/genus/species
1460	data01/yabusame_0709_hyogo_kaji.0014.wav	yabusame	Q2669165	Asian Stubtail	ヤブサメ	Q920922/Q2669165	Urosphena/ヤブサメ	Urosphena/Asian Stubtail	genus/species
1461	data01/nogoma_050624_hokkaidou_kaji.0009.wav	nogoma	Q27075678	Siberian Rubythroat	ノゴマ	Q16069825/Q27075678	Calliope/ノゴマ	Calliope/Siberian Rubythroat	genus/species
1462	data01/manazuru1_071129_izumi_kaji.0003.wav	manazuru	Q27452479	Antigone vipio	マナヅル	Q25557/Q25365/Q16529427/Q27452479	ツル目/ツル/Antigone/マナヅル	Gruiformes/Gruidae/Antigone/Antigone vipio	order/family/genus/species
1463	data01/segurosekirei_100316_utsunomiya.0003.wav	segurosekirei	Q1071547	Japanese Wagtail	セグロセキレイ	Q25341/Q194240/Q764420/Q749521/Q205943/Q230042/Q1071547	スズメ目/スズメ亜目/スズメ小目/スズメ上科/セキレイ科/セキレイ/セグロセキレイ	Passeriformes/Passeri/Passerida/Passeroidea/Motacillidae/Motacilla/Japanese Wagtail	order/suborder/parvorder /superfamily/family/genus/species
1464	data01/mugimaki_120505_hyogo_kaji.0003.wav	mugimaki	Q1589248	Mugimaki Flycatcher	ムギマキ	Q388003/Q1589248	Ficedula/ムギマキ	Ficedula/Mugimaki Flycatcher	genus/species
1466	data01/ruribitaki_110624_fuji_mju.0000.wav	ruribitaki	Q129219	Red-flanked Bush Robin	ルリビタキ	Q968266/Q129219	Tarsiger/ルリビタキ	Tarsiger/Red-flanked Bush Robin	genus/species
1467	data01/makino_110702_sarobetsu_namba.0002.wav	makinosennyuu	Q837761	Lanceolated Warbler	マキノセンニュウ	Q850925/Q837761	Locustella/マキノセンニュウ	Locustella/Lanceolated Warbler	genus/species
1468	data01/kayakuguri_0811_hyogo_kaji.0007.wav	kayakuguri	Q524343	Japanese Accentor	カヤクグリ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q3709179/Q3924795/Q524343	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/イワヒバリ属/イワヒバリ属/カヤクグリ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Prunellidae/Prunella/Japanese Accentor	order/family/genus/species
1470	data01/watari_1602220_nemuro_mju.0002.wav	watarigarasu	Q25357	Northern Raven	ワタリガラス	Q43365/Q25357	カラス属/ワタリガラス	Corvus/Northern Raven	genus/species
1471	data01/nogoma_160518_watarase_hirano.0002.wav	nogoma	Q27075678	Siberian Rubythroat	ノゴマ	Q16069825/Q27075678	Calliope/ノゴマ	Calliope/Siberian Rubythroat	genus/species
1473	data01/mugimaki_150511_hyogo_kaji.0004.wav	mugimaki	Q1589248	Mugimaki Flycatcher	ムギマキ	Q388003/Q1589248	Ficedula/ムギマキ	Ficedula/Mugimaki Flycatcher	genus/species
1474	data01/ezobitaki1_1009_hyogo_kaji.0002.wav	ezobitaki	Q1315879	Grey-streaked Flycatcher	エゾビタキ	Q25341/Q194240/Q764420/Q1179990/Q200989/Q1088541/Q1315879	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ヒタキ科/Muscicapa/エゾビタキ	Passeriformes/Passeri/Passerida/Muscicapoidea/Muscicapidae/Muscicapa/Grey-streaked Flycatcher	order/suborder/parvorder /superfamily/family/genus/species
1475	data01/sankouchou_0806_hyogo_kaji.0001.wav	sankouchou	Q1074163	Japanese Paradise Flycatcher	サンコウチョウ	Q902469/Q1074163	アフリカ三光鳥/サンコウチョウ	paradise flycatcher/Japanese Paradise Flycatcher	genus/species
1476	data01/ohyoshikiri_100617_watarase.0010.wav	ooyoshikiri	Q73456	Oriental Reed Warbler	オオヨシキリ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q366974/Q637716/Q73456	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ヨシキリ科/Acrocephalus/オオヨシキリ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Acrocephalidae/Acrocephalus/Oriental Reed Warbler	order/family/genus/species
1477	data01/kogera_0906_hyogo_kaji.0000.wav	kogera	Q27074882	Yungipicus kizuki	コゲラ	Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q21596781/Q1466322/Q27074882	Q5113/新顎類/Neoaves/Dendrornithes/キツツキ目/キツツキ科/Picinae/Dendropicini/Yungipicus/コゲラ	Neognathae/Neoaves/Dendrornithes/Piciformes/Picidae/Picinae/Dendropicini/Yungipicus/Yungipicus kizuki	Unknown/subclass/superorder/order/family/subfamily/tribe/genus/species
1478	data01/koshiakatsubame_1006_hyogo_kaji.0019.wav	koshiakatsubame	Q27075446	Red-rumped Swallow	コシアカツバメ	Q39861/Q248398/Q27075446	ツバメ科/Cecropis/コシアカツバメ	Hirundinidae/Cecropis/Red-rumped Swallow	family/genus/species
1480	data01/enaga_040429_kokubunji_mju.0016.wav	enaga	Q170831	Long-tailed Tit	エナガ	Q310850/Q170831	Aegithalos/エナガ	Aegithalos/Long-tailed Tit	genus/species
1482	data01/meboso_110619_hachimantai_mikami.0000.wav	mebosomushikui	Q720497	Arctic Warbler	メボソムシクイ	Q194240/Q1929497/Q214627/Q720497	スズメ亜目/メボソムシクイ科/Phylloscopus/メボソムシクイ	Passeri/Phylloscopidae/Phylloscopus/Arctic Warbler	suborder/family/genus/species
1483	data01/shimaaoji_110702_sarobetsu_namba.0010.wav	shimaaoji	Q335535	Yellow-breasted Bunting	シマアオジ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q335535	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ホオジロ科/ホオジロ属/シマアオジ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Emberizidae/Emberiza/Yellow-breasted Bunting	order/family/genus/species
1484	data01/shimaaoji_110702_sarobetsu_namba.0017.wav	shimaaoji	Q335535	Yellow-breasted Bunting	シマアオジ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q335535	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ホオジロ科/ホオジロ属/シマアオジ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Emberizidae/Emberiza/Yellow-breasted Bunting	order/family/genus/species
1485	data01/shimaaoji_110702_sarobetsu_namba.0019.wav	shimaaoji	Q335535	Yellow-breasted Bunting	シマアオジ	Q20645445/Q14635103/Q326483/Q5856078/Q25341/Q28486/Q614481/Q335535	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/スズメ目/ホオジロ科/ホオジロ属/シマアオジ	Telluraves/Australaves/Eufalconimorphae/Psittacopasserae/Passeriformes/Emberizidae/Emberiza/Yellow-breasted Bunting	order/family/genus/species
1487	data01/sashiba_140708_utsunomiya_hirano.0000.wav	sashiba	Q1270171	Grey-faced Buzzard	サシバ	Q20645445/Q15718604/Q19595747/Q21736/Q25510/Q852334/Q1270171	Telluraves/Afroaves/Accipitrimorphae/タカ目/タカ科/Butastur/サシバ	Telluraves/Afroaves/Accipitrimorphae/Accipitriformes/Accipitridae/Butastur/Grey-faced Buzzard	order/family/genus/species
1488	data01/akahige_120211_amami_ishida.0001.wav	akahige	Q27075672	Ryukyu Robin	アカヒゲ	Q1193805/Q10784792/Q27075672	Saxicolinae/Larvivora/アカヒゲ	Saxicolinae/Larvivora/Ryukyu Robin	subfamily/genus/species
1489	data01/isoshigi_110424_utsunomiya_hirano.0002.wav	isoshigi	Q18850	Common Sandpiper	イソシギ	Q310859/Q18850	Actitis/イソシギ	Actitis/Common Sandpiper	genus/species
1490	data01/kogamo_110227_yatsu_mju.0000.wav	kogamo	Q25700	Eurasian Teal	コガモ	Q27725/Q214264/Q25700	カモ亜科/マガモ属/コガモ	Anatinae/Anas/Eurasian Teal	subfamily/genus/species
1491	data01/kibashiri_100529_nasushiobara.0003.wav	kibashiri	Q193593	Eurasian Treecreeper	キバシリ	Q205938/Q1991437/Q193593	キバシリ科/キバシリ属/キバシリ	treecreeper/Certhia/Eurasian Treecreeper	family/genus/species
1492	data01/kawau_121214_hyogo_kaji.0003.wav	kawau	Q25440	Great Cormorant	カワウ	Q3901247/Q19401/Q25440	ウ科/ウ科/カワウ	Phalacrocoracidae/Phalacrocorax/Great Cormorant	family/genus/species
1493	data01/ikaru_1007_shimane_kuroda.0001.wav	ikaru	Q1052029	Japenese Grosbeak	イカル	Q25341/Q160835/Q667490/Q133463/Q1052029	スズメ目/アトリ科/ヒワ亜科/Eophona/イカル	Passeriformes/Fringillidae/Carduelinae/Eophona/Japenese Grosbeak	order/family/subfamily/genus/species
1494	data01/hikuina_151124_watarase_hirano.0007.wav	hikuina	Q1076585	Ruddy-breasted Crake	ヒクイナ	Q835525/Q1076585	Porzana/ヒクイナ	Porzana/Ruddy-breasted Crake	genus/species
1495	data01/hikuina_151124_watarase_hirano.0018.wav	hikuina	Q1076585	Ruddy-breasted Crake	ヒクイナ	Q835525/Q1076585	Porzana/ヒクイナ	Porzana/Ruddy-breasted Crake	genus/species
1496	data01/karugamo_0910_hyogo_kaji.0002.wav	karugamo	Q839542	Indian Spot-billed Duck	カルガモ	Q27725/Q214264/Q839542	カモ亜科/マガモ属/カルガモ	Anatinae/Anas/Indian Spot-billed Duck	subfamily/genus/species
1497	data01/yoshigoi_090805_watarase_hirano.0002.wav	yoshigoi	Q888536	Yellow Bittern	ヨシゴイ	Q19338/Q18789/Q855133/Q244078/Q888536	ペリカン目/サギ科/Botaurinae/Ixobrychus/ヨシゴイ	Pelecaniformes/Ardeidae/Botaurinae/Ixobrychus/Yellow Bittern	order/family/subfamily/genus/species
1498	data01/akagera_110323_sapporo_namba.0001.wav	akagera	Q26209	Great Spotted Woodpecker	アカゲラ	Q5113/Q19168/Q2330918/Q11965316/Q25934/Q25439/Q561145/Q723059/Q26209	Q5113/新顎類/Neoaves/Dendrornithes/キツツキ目/キツツキ科/Picinae/Dendrocopos/アカゲラ	Neognathae/Neoaves/Dendrornithes/Piciformes/Picidae/Picinae/Dendrocopos/Great Spotted Woodpecker	Unknown/subclass/superorder/order/family/subfamily/genus/species
1499	data01/shime_0812_hyogo_kaji.0003.wav	shime	Q174088	Hawfinch	シメ	Q25341/Q160835/Q667490/Q868144/Q174088	スズメ目/アトリ科/ヒワ亜科/Coccothraustes/シメ	Passeriformes/Fringillidae/Carduelinae/Coccothraustes/Hawfinch	order/family/subfamily/genus/species
1500	data01/shime_0812_hyogo_kaji.0004.wav	shime	Q174088	Hawfinch	シメ	Q25341/Q160835/Q667490/Q868144/Q174088	スズメ目/アトリ科/ヒワ亜科/Coccothraustes/シメ	Passeriformes/Fringillidae/Carduelinae/Coccothraustes/Hawfinch	order/family/subfamily/genus/species
1501	data01/ooruri_0905_hyogo_kaji.0005.wav	ooruri	Q73477	Blue-and-white Flycatcher	オオルリ	Q15111715/Q73477	Cyanoptila/オオルリ	Cyanoptila/Blue-and-white Flycatcher	genus/species
1502	data01/kawasemi_160529_oyama_hirano.0004.wav	kawasemi	Q79915	Common Kingfisher	カワセミ	Q19596468/Q19596314/Q19598622/Q484131/Q45018/Q8154335/Q583551/Q79915	Coraciimorphae/Cavitaves/Picocoraciae/ブッポウソウ目/カワセミ亜目/カワセミ科/カワセミ属/カワセミ	Coraciimorphae/Cavitaves/Picocoraciae/Coraciiformes/Alcedines/Alcedinidae/Alcedo/Common Kingfisher	superorder/order/suborder/family/genus/species
1503	data01/yotaka-ueta-nigata060603.0018.wav	yotaka	Q1440261	Grey Nightjar	ヨタカ	Q198823/Q1440261	Caprimulgus/ヨタカ	Caprimulgus/Grey Nightjar	genus/species
1504	data01/koshiakastubame_0809_hyogo_kaji.0005.wav	koshiakatsubame	Q27075446	Red-rumped Swallow	コシアカツバメ	Q39861/Q248398/Q27075446	ツバメ科/Cecropis/コシアカツバメ	Hirundinidae/Cecropis/Red-rumped Swallow	family/genus/species
1505	data01/akakokko_160515_miyake_kuroda.0004.wav	akakokko	Q2587219	Izu Thrush	アカコッコ	Q25341/Q194240/Q764420/Q1179990/Q26050/Q115661/Q2587219	スズメ目/スズメ亜目/スズメ小目/ヒタキ上科/ツグミ科/ツグミ属/アカコッコ	Passeriformes/Passeri/Passerida/Muscicapoidea/thrush/Turdus/Izu Thrush	order/suborder/parvorder /superfamily/family/genus/species
1506	data01/komadori_0804_hyogo_kaji.0000.wav	komadori	Q27075673	Japanese Robin	コマドリ	Q1193805/Q10784792/Q27075673	Saxicolinae/Larvivora/コマドリ	Saxicolinae/Larvivora/Japanese Robin	subfamily/genus/species
1507	data01/mebosomushikui2_1005_hyogo_kaji.0010.wav	mebosomushikui	Q720497	Arctic Warbler	メボソムシクイ	Q194240/Q1929497/Q214627/Q720497	スズメ亜目/メボソムシクイ科/Phylloscopus/メボソムシクイ	Passeri/Phylloscopidae/Phylloscopus/Arctic Warbler	suborder/family/genus/species
1508	data01/higara_100112_utsunomiya_hirano.0002.wav	higara	Q191096	Coal Tit	ヒガラ	Q25341/Q194240/Q764420/Q2862448/Q168473/Q1193281/Q191096	スズメ目/スズメ亜目/スズメ小目/ウグイス上科/シジュウカラ科/ヒガラ属/ヒガラ	Passeriformes/Passeri/Passerida/Sylvioidea/tit/Periparus/Coal Tit	order/suborder/parvorder /superfamily/family/genus/species
1510	data01/binzui_080702_asyoro_kuroda.0000.wav	binzui	Q726873	Olive-backed Pipit	ビンズイ	Q205943/Q193807/Q726873	セキレイ科/ピピット/ビンズイ	Motacillidae/Anthus/Olive-backed Pipit	family/genus/species
1512	data01/uguisu_0812_hyogo_kaji.0021.wav	uguisu	Q27075456	Horornis diphone	ウグイス	Q25341/Q222432/Q9293884/Q27075456	スズメ目/ウグイス科/Horornis/ウグイス	Passeriformes/Cettiidae/Horornis/Horornis diphone	order/family/genus/species
1513	data01/ruribitaki_0811_hyogo_kaji.0019.wav	ruribitaki	Q129219	Red-flanked Bush Robin	ルリビタキ	Q968266/Q129219	Tarsiger/ルリビタキ	Tarsiger/Red-flanked Bush Robin	genus/species
1514	data01/ezomushikui_160502_fukuoka_kuroda.0001.wav	ezomushikui	Q2669182	Sakhalin Leaf Warbler	エゾムシクイ	Q194240/Q1929497/Q214627/Q2669182	スズメ亜目/メボソムシクイ科/Phylloscopus/エゾムシクイ	Passeri/Phylloscopidae/Phylloscopus/Sakhalin Leaf Warbler	suborder/family/genus/species
1515	data01/tageri_121115_hyogo_kuroda.0001.wav	tageri	Q25392	Northern Lapwing	タゲリ	Q289448/Q13426919/Q25392	lapwing/Vanellus/タゲリ	lapwing/Vanellus/Northern Lapwing	subfamily/genus/species
1516	data01/kawarahiwa_1006_hyogo_kaji.0001.wav	kawarahiwa	Q27075786	Grey-capped Greenfinch	カワラヒワ	Q9189957/Q27075786	Chloris/カワラヒワ	Chloris/Grey-capped Greenfinch	genus/species
1517	data01/komadori_060605_yaita_hirano.0002.wav	komadori	Q27075673	Japanese Robin	コマドリ	Q1193805/Q10784792/Q27075673	Saxicolinae/Larvivora/コマドリ	Saxicolinae/Larvivora/Japanese Robin	subfamily/genus/species
1518	data01/tsumi_10326_Utsunomiya_hirano.0000.wav	tsumi	Q606755	Japanese Sparrowhawk	ツミ	Q940115/Q188737/Q606755	ハイタカ亜科/ハイタカ属/ツミ	Accipitrinae/Accipiter/Japanese Sparrowhawk	subfamily/genus/species
1519	data01/shijuukara_110429_utsunomiya_hirano.0002.wav	shijuukara	Q177798	Japanese Tit	シジュウカラ	Q719380/Q177798	カラ類/シジュウカラ	Parus/Japanese Tit	genus/species
1520	data01/miyakodori_120320_sanbanse_moriya.0000.wav	miyakodori	Q25928	Eurasian Oystercatcher	ミヤコドリ	Q27515/Q25928	ミヤコドリ属/ミヤコドリ	Haematopus/Eurasian Oystercatcher	genus/species
1521	data01/ban_090424_watarase_hirano.0003.wav	ban	Q18847	Common Moorhen	バン	Q853653/Q18847	Gallinula/バン	Gallinula/Common Moorhen	genus/species
